folio,text in tag,before,after
tc_p004r_preTEI,sandaraque,"['comme', 'il', 'commance', 'a', 'fremir', 'mects', 'dedans', 'la', 'gomme', 'de']","['en', 'pouldre', 'affin', 'quil', 'soict', 'bien', 'tost', 'fondu', 'Et', 'remue']"
tc_p004r_preTEI,charbon,"['tousjours', 'jusques', 'la', 'sandaraque', 'soict', 'bien', 'fondue', 'sur', 'foeu', 'de']","['Ce', 'que', 'tu', 'cognoistras', 'en', 'prenant', 'un', 'peu', 'dudict', 'vernis']"
tc_p004r_preTEI,vernis,"['charbon', 'Ce', 'que', 'tu', 'cognoistras', 'en', 'prenant', 'un', 'peu', 'dudict']","['sur', 'une', 'assiette', 'Et', 'sil', 'est', 'gras', 'en', 'le', 'maniant']"
tc_p004r_preTEI,huile daspic,"['avecq', 'le', 'doigt', 'cest', 'faict', 'Et', 'pour', 'une', 'lb', 'd']","['tu', 'mectras', 'cinq', 'onces', 'de', 'sandaraque', 'pulverisee', 'combien', 'quaulcuns', 'nen']"
tc_p004r_preTEI,sandaraque pulverisee,"['pour', 'une', 'lb', 'dhuile', 'daspic', 'tu', 'mectras', 'cinq', 'onces', 'de']","['combien', 'quaulcuns', 'nen', 'mectent', 'que', 'quattre', 'onces', 'Mais', 'il', 'nest']"
tc_p004r_preTEI,hebene,"['sec', 'Les', 'quadraniers', 'pour', 'eviter', 'la', 'peyne', 'de', 'polir', 'leur']","['le', 'vernissent', 'de', 'cestuy', 'cy', 'Les', 'quiterniers', 'aussi', 'Cestuy', 'cy']"
tc_p004r_preTEI,tourmentine fine,"['nest', 'pas', 'si', 'propre', 'pour', 'les', 'tableaulx', 'que', 'celuy', 'de']","['bien', 'est', 'il', 'bon', 'pour', 'les', 'mouleures', 'des', 'tableaulx', 'On']"
tc_p004r_preTEI,vernis de lin,"['ne', 'souloit', 'poinct', 'vernir', 'les', 'paisages', 'dun', 'tableau', 'quand', 'le']","['estoict', 'en', 'usage', 'pource', 'quil', 'faisoict', 'jaulnir', 'le', 'paisage', 'Mays']"
tc_p004r_preTEI,tourmentine,"['nest', 'pas', 'si', 'propre', 'pour', 'les', 'tableaulx', 'que', 'celuy', 'de']","['fine', 'bien', 'est', 'il', 'bon', 'pour', 'les', 'mouleures', 'des', 'tableaulx']"
tc_p004r_preTEI,mastic pulverise,"['tourmentine', 'on', 'vernist', 'par', 'tout', 'Tu', 'y', 'peulx', 'mectre', 'du']","['tire', 'en', 'larme', 'ou', 'aultrement', '&', 'il', 'sera', 'plus', 'desiccatif']"
